subject,body,sender,label
Thank you for your feedback,Your flight from New York to London has been confirmed. Check your itinerary.,updates@linkedin.com,0
Your subscription is confirmed,Your support ticket #12458 has been updated. Please review the response.,updates@linkedin.com,0
Class Schedule Update,"Dear Customer,

Thank you for your purchase. Please find the attached invoice.

Regards,
Amazon",service@netflix.com,0
You've won a $1000 gift card,Security Alert: We blocked a suspicious login. Click to secure your account.,netflix@secure-mail.com,1
Unusual Login Attempt Detected,Your Amazon account will be locked unless you update your billing details.,admin@verification-alert.com,1
LinkedIn: You've got a new connection,Welcome aboard! We're excited to have you on our team. Orientation starts Monday.,service@netflix.com,0
Google Account Sign-in Alert,Your support ticket #12458 has been updated. Please review the response.,hr@company.com,0
URGENT: Your Account Has Been Suspended,"Your Netflix subscription has expired. Login to avoid termination.

[Fake Login Page]",admin@verification-alert.com,1
Welcome to the team!,You've got a new connection request from David on LinkedIn.,hr@company.com,0
Security Alert: Password Expired,Your Amazon account will be locked unless you update your billing details.,billing@amazon-check.com,1
Final Notice: Account Termination,"Your PayPal account has been limited. Act now to restore access.

[Fake Link]",admin@verification-alert.com,1
You've won a $1000 gift card,We detected suspicious activity on your bank account. Confirm your details immediately.,noreply@resetpass-secure.com,1
Class Schedule Update,You've got a new connection request from David on LinkedIn.,noreply@google.com,0
Meeting Reminder: Project Sync at 3 PM,"Dear Customer,

Thank you for your purchase. Please find the attached invoice.

Regards,
Amazon",hr@company.com,0
Click here to claim your prize,"Dear User,

Your account is temporarily locked. Click the link below to verify your identity.

[Fake Link]",paypal-update@notice-mail.com,1
Class Schedule Update,We noticed a sign-in to your Google account from a new device.,team@company.com,0
Verify your identity now!,We detected suspicious activity on your bank account. Confirm your details immediately.,admin@verification-alert.com,1
Welcome to the team!,Your flight from New York to London has been confirmed. Check your itinerary.,no-reply@airlines.com,0
Final Notice: Account Termination,You are eligible for a tax refund. Submit your banking info now.,security-alert@googl3.com,1
Welcome to the team!,Thank you for submitting the feedback form. We appreciate your input.,service@netflix.com,0
Verify your identity now!,"Your PayPal account has been limited. Act now to restore access.

[Fake Link]",billing@amazon-check.com,1
LinkedIn: You've got a new connection,Your flight from New York to London has been confirmed. Check your itinerary.,support@amazon.com,0
Reset your Netflix password,Your Amazon account will be locked unless you update your billing details.,netflix@secure-mail.com,1
Google Account Sign-in Alert,"Please note, your class schedule has been updated. Visit the portal to view changes.",updates@linkedin.com,0
Invoice for your recent purchase,"Please note, your class schedule has been updated. Visit the portal to view changes.",admin@university.edu,0
PayPal: Resolve issue to avoid limitation,"Your PayPal account has been limited. Act now to restore access.

[Fake Link]",netflix@secure-mail.com,1
Verify your identity now!,You are eligible for a tax refund. Submit your banking info now.,noreply@resetpass-secure.com,1
Google Account Sign-in Alert,"Please note, your class schedule has been updated. Visit the portal to view changes.",no-reply@airlines.com,0
Verify your identity now!,Security Alert: We blocked a suspicious login. Click to secure your account.,taxrefund@gov-support.org,1
Invoice for your recent purchase,"Hi John,

Just a quick reminder about our sync today at 3 PM.

Thanks,
Sarah",support@amazon.com,0
Reset your Netflix password,Security Alert: We blocked a suspicious login. Click to secure your account.,apple@locked-portal.com,1
Reset your Netflix password,Security Alert: We blocked a suspicious login. Click to secure your account.,noreply@resetpass-secure.com,1
Invoice for your recent purchase,Your flight from New York to London has been confirmed. Check your itinerary.,admin@university.edu,0
Click here to claim your prize,We detected suspicious activity on your bank account. Confirm your details immediately.,paypal-update@notice-mail.com,1
Update on your support ticket,You've got a new connection request from David on LinkedIn.,team@company.com,0
Google Account Sign-in Alert,Welcome aboard! We're excited to have you on our team. Orientation starts Monday.,admin@university.edu,0
Click here to claim your prize,Final warning: Failure to respond will result in account deactivation.,admin@verification-alert.com,1
Click here to claim your prize,Congratulations! You've won a $1000 Walmart gift card. Click here to claim.,admin@verification-alert.com,1
PayPal: Resolve issue to avoid limitation,Security Alert: We blocked a suspicious login. Click to secure your account.,paypal-update@notice-mail.com,1
Final Notice: Account Termination,Security Alert: We blocked a suspicious login. Click to secure your account.,taxrefund@gov-support.org,1
Final Notice: Account Termination,We detected suspicious activity on your bank account. Confirm your details immediately.,noreply@resetpass-secure.com,1
Welcome to the team!,Thank you for submitting the feedback form. We appreciate your input.,support@amazon.com,0
Verify your identity now!,Security Alert: We blocked a suspicious login. Click to secure your account.,security-alert@googl3.com,1
Security Alert: Password Expired,"Your PayPal account has been limited. Act now to restore access.

[Fake Link]",netflix@secure-mail.com,1
Invoice for your recent purchase,"Hi,

Your Netflix subscription is confirmed. Enjoy streaming!

Team Netflix",hr@company.com,0
Google Account Sign-in Alert,"Please note, your class schedule has been updated. Visit the portal to view changes.",admin@university.edu,0
Class Schedule Update,Welcome aboard! We're excited to have you on our team. Orientation starts Monday.,no-reply@airlines.com,0
URGENT: Your Account Has Been Suspended,Congratulations! You've won a $1000 Walmart gift card. Click here to claim.,billing@amazon-check.com,1
Thank you for your feedback,"Hi John,

Just a quick reminder about our sync today at 3 PM.

Thanks,
Sarah",admin@university.edu,0
Flight Itinerary Confirmation,Your flight from New York to London has been confirmed. Check your itinerary.,updates@linkedin.com,0
Class Schedule Update,Thank you for submitting the feedback form. We appreciate your input.,support@amazon.com,0
Meeting Reminder: Project Sync at 3 PM,You've got a new connection request from David on LinkedIn.,updates@linkedin.com,0
Google Account Sign-in Alert,Your flight from New York to London has been confirmed. Check your itinerary.,no-reply@airlines.com,0
Unusual Login Attempt Detected,We detected suspicious activity on your bank account. Confirm your details immediately.,billing@amazon-check.com,1
Unusual Login Attempt Detected,"Your Netflix subscription has expired. Login to avoid termination.

[Fake Login Page]",billing@amazon-check.com,1
You are eligible for a tax refund!,"Your PayPal account has been limited. Act now to restore access.

[Fake Link]",netflix@secure-mail.com,1
Unusual Login Attempt Detected,Apple ID Locked. Immediate action required to unlock your account.,billing@amazon-check.com,1
Meeting Reminder: Project Sync at 3 PM,"Hi John,

Just a quick reminder about our sync today at 3 PM.

Thanks,
Sarah",hr@company.com,0
You are eligible for a tax refund!,Congratulations! You've won a $1000 Walmart gift card. Click here to claim.,netflix@secure-mail.com,1
URGENT: Your Account Has Been Suspended,Congratulations! You've won a $1000 Walmart gift card. Click here to claim.,noreply@resetpass-secure.com,1
Verify your identity now!,Your Amazon account will be locked unless you update your billing details.,taxrefund@gov-support.org,1
Reset your Netflix password,"Your PayPal account has been limited. Act now to restore access.

[Fake Link]",paypal-update@notice-mail.com,1
Click here to claim your prize,"Your PayPal account has been limited. Act now to restore access.

[Fake Link]",noreply@resetpass-secure.com,1
Your subscription is confirmed,Welcome aboard! We're excited to have you on our team. Orientation starts Monday.,service@netflix.com,0
Flight Itinerary Confirmation,"Dear Customer,

Thank you for your purchase. Please find the attached invoice.

Regards,
Amazon",hr@company.com,0
You are eligible for a tax refund!,"Your PayPal account has been limited. Act now to restore access.

[Fake Link]",security-alert@googl3.com,1
Thank you for your feedback,"Dear Customer,

Thank you for your purchase. Please find the attached invoice.

Regards,
Amazon",no-reply@airlines.com,0
You've won a $1000 gift card,You are eligible for a tax refund. Submit your banking info now.,noreply@resetpass-secure.com,1
Final Notice: Account Termination,Security Alert: We blocked a suspicious login. Click to secure your account.,netflix@secure-mail.com,1
Welcome to the team!,Your flight from New York to London has been confirmed. Check your itinerary.,no-reply@airlines.com,0
Flight Itinerary Confirmation,Your flight from New York to London has been confirmed. Check your itinerary.,hr@company.com,0
Your subscription is confirmed,Your flight from New York to London has been confirmed. Check your itinerary.,team@company.com,0
Update on your support ticket,"Hi John,

Just a quick reminder about our sync today at 3 PM.

Thanks,
Sarah",support@amazon.com,0
Click here to claim your prize,Your Amazon account will be locked unless you update your billing details.,noreply@resetpass-secure.com,1
Flight Itinerary Confirmation,Welcome aboard! We're excited to have you on our team. Orientation starts Monday.,no-reply@airlines.com,0
Click here to claim your prize,Your Amazon account will be locked unless you update your billing details.,security-alert@googl3.com,1
Class Schedule Update,Your support ticket #12458 has been updated. Please review the response.,no-reply@airlines.com,0
Verify your identity now!,You are eligible for a tax refund. Submit your banking info now.,taxrefund@gov-support.org,1
Your subscription is confirmed,You've got a new connection request from David on LinkedIn.,no-reply@airlines.com,0
Invoice for your recent purchase,Welcome aboard! We're excited to have you on our team. Orientation starts Monday.,service@netflix.com,0
Meeting Reminder: Project Sync at 3 PM,You've got a new connection request from David on LinkedIn.,hr@company.com,0
Invoice for your recent purchase,Your support ticket #12458 has been updated. Please review the response.,updates@linkedin.com,0
Thank you for your feedback,Your support ticket #12458 has been updated. Please review the response.,admin@university.edu,0
URGENT: Your Account Has Been Suspended,Apple ID Locked. Immediate action required to unlock your account.,taxrefund@gov-support.org,1
Welcome to the team!,Thank you for submitting the feedback form. We appreciate your input.,admin@university.edu,0
Google Account Sign-in Alert,"Dear Customer,

Thank you for your purchase. Please find the attached invoice.

Regards,
Amazon",no-reply@airlines.com,0
You are eligible for a tax refund!,"Your PayPal account has been limited. Act now to restore access.

[Fake Link]",apple@locked-portal.com,1
Security Alert: Password Expired,"Dear User,

Your account is temporarily locked. Click the link below to verify your identity.

[Fake Link]",apple@locked-portal.com,1
LinkedIn: You've got a new connection,Your flight from New York to London has been confirmed. Check your itinerary.,noreply@google.com,0
Invoice for your recent purchase,"Dear Customer,

Thank you for your purchase. Please find the attached invoice.

Regards,
Amazon",updates@linkedin.com,0
Reset your Netflix password,Your Amazon account will be locked unless you update your billing details.,taxrefund@gov-support.org,1
Unusual Login Attempt Detected,"Your Netflix subscription has expired. Login to avoid termination.

[Fake Login Page]",paypal-update@notice-mail.com,1
Verify your identity now!,Security Alert: We blocked a suspicious login. Click to secure your account.,billing@amazon-check.com,1
Final Notice: Account Termination,"Dear User,

Your account is temporarily locked. Click the link below to verify your identity.

[Fake Link]",billing@amazon-check.com,1
Google Account Sign-in Alert,"Please note, your class schedule has been updated. Visit the portal to view changes.",team@company.com,0
Unusual Login Attempt Detected,Final warning: Failure to respond will result in account deactivation.,noreply@resetpass-secure.com,1
Google Account Sign-in Alert,"Hi,

Your Netflix subscription is confirmed. Enjoy streaming!

Team Netflix",support@amazon.com,0
Welcome to the team!,Welcome aboard! We're excited to have you on our team. Orientation starts Monday.,support@amazon.com,0
Reset your Netflix password,"Your PayPal account has been limited. Act now to restore access.

[Fake Link]",taxrefund@gov-support.org,1
You've won a $1000 gift card,Apple ID Locked. Immediate action required to unlock your account.,admin@verification-alert.com,1
Flight Itinerary Confirmation,"Hi,

Your Netflix subscription is confirmed. Enjoy streaming!

Team Netflix",admin@university.edu,0
Invoice for your recent purchase,Welcome aboard! We're excited to have you on our team. Orientation starts Monday.,support@amazon.com,0
Meeting Reminder: Project Sync at 3 PM,We noticed a sign-in to your Google account from a new device.,admin@university.edu,0
LinkedIn: You've got a new connection,Your flight from New York to London has been confirmed. Check your itinerary.,noreply@google.com,0
PayPal: Resolve issue to avoid limitation,Congratulations! You've won a $1000 Walmart gift card. Click here to claim.,security-alert@googl3.com,1
Unusual Login Attempt Detected,Security Alert: We blocked a suspicious login. Click to secure your account.,netflix@secure-mail.com,1
Update on your support ticket,Welcome aboard! We're excited to have you on our team. Orientation starts Monday.,no-reply@airlines.com,0
Verify your identity now!,Security Alert: We blocked a suspicious login. Click to secure your account.,paypal-update@notice-mail.com,1
You've won a $1000 gift card,Your Amazon account will be locked unless you update your billing details.,apple@locked-portal.com,1
Reset your Netflix password,Apple ID Locked. Immediate action required to unlock your account.,admin@verification-alert.com,1
PayPal: Resolve issue to avoid limitation,Congratulations! You've won a $1000 Walmart gift card. Click here to claim.,apple@locked-portal.com,1
Meeting Reminder: Project Sync at 3 PM,We noticed a sign-in to your Google account from a new device.,noreply@google.com,0
Meeting Reminder: Project Sync at 3 PM,We noticed a sign-in to your Google account from a new device.,updates@linkedin.com,0
PayPal: Resolve issue to avoid limitation,"Dear User,

Your account is temporarily locked. Click the link below to verify your identity.

[Fake Link]",netflix@secure-mail.com,1
PayPal: Resolve issue to avoid limitation,Final warning: Failure to respond will result in account deactivation.,paypal-update@notice-mail.com,1
PayPal: Resolve issue to avoid limitation,"Dear User,

Your account is temporarily locked. Click the link below to verify your identity.

[Fake Link]",noreply@resetpass-secure.com,1
Google Account Sign-in Alert,Your support ticket #12458 has been updated. Please review the response.,no-reply@airlines.com,0
LinkedIn: You've got a new connection,Thank you for submitting the feedback form. We appreciate your input.,updates@linkedin.com,0
Security Alert: Password Expired,We detected suspicious activity on your bank account. Confirm your details immediately.,admin@verification-alert.com,1
Security Alert: Password Expired,Security Alert: We blocked a suspicious login. Click to secure your account.,netflix@secure-mail.com,1
Verify your identity now!,"Your PayPal account has been limited. Act now to restore access.

[Fake Link]",noreply@resetpass-secure.com,1
Verify your identity now!,Apple ID Locked. Immediate action required to unlock your account.,netflix@secure-mail.com,1
Meeting Reminder: Project Sync at 3 PM,"Hi,

Your Netflix subscription is confirmed. Enjoy streaming!

Team Netflix",service@netflix.com,0
Google Account Sign-in Alert,Welcome aboard! We're excited to have you on our team. Orientation starts Monday.,no-reply@airlines.com,0
Click here to claim your prize,Security Alert: We blocked a suspicious login. Click to secure your account.,admin@verification-alert.com,1
Welcome to the team!,You've got a new connection request from David on LinkedIn.,no-reply@airlines.com,0
Reset your Netflix password,"Your Netflix subscription has expired. Login to avoid termination.

[Fake Login Page]",apple@locked-portal.com,1
Google Account Sign-in Alert,Thank you for submitting the feedback form. We appreciate your input.,no-reply@airlines.com,0
Unusual Login Attempt Detected,"Dear User,

Your account is temporarily locked. Click the link below to verify your identity.

[Fake Link]",paypal-update@notice-mail.com,1
Unusual Login Attempt Detected,Final warning: Failure to respond will result in account deactivation.,billing@amazon-check.com,1
Click here to claim your prize,Security Alert: We blocked a suspicious login. Click to secure your account.,paypal-update@notice-mail.com,1
Unusual Login Attempt Detected,You are eligible for a tax refund. Submit your banking info now.,apple@locked-portal.com,1
LinkedIn: You've got a new connection,"Please note, your class schedule has been updated. Visit the portal to view changes.",admin@university.edu,0
Unusual Login Attempt Detected,Your Amazon account will be locked unless you update your billing details.,security-alert@googl3.com,1
Your subscription is confirmed,Thank you for submitting the feedback form. We appreciate your input.,hr@company.com,0
Class Schedule Update,Your support ticket #12458 has been updated. Please review the response.,admin@university.edu,0
URGENT: Your Account Has Been Suspended,Your Amazon account will be locked unless you update your billing details.,security-alert@googl3.com,1
Unusual Login Attempt Detected,We detected suspicious activity on your bank account. Confirm your details immediately.,apple@locked-portal.com,1
Welcome to the team!,"Dear Customer,

Thank you for your purchase. Please find the attached invoice.

Regards,
Amazon",updates@linkedin.com,0
Google Account Sign-in Alert,"Hi,

Your Netflix subscription is confirmed. Enjoy streaming!

Team Netflix",noreply@google.com,0
Meeting Reminder: Project Sync at 3 PM,Your flight from New York to London has been confirmed. Check your itinerary.,team@company.com,0
PayPal: Resolve issue to avoid limitation,You are eligible for a tax refund. Submit your banking info now.,paypal-update@notice-mail.com,1
You've won a $1000 gift card,Apple ID Locked. Immediate action required to unlock your account.,netflix@secure-mail.com,1
URGENT: Your Account Has Been Suspended,You are eligible for a tax refund. Submit your banking info now.,netflix@secure-mail.com,1
You've won a $1000 gift card,"Your Netflix subscription has expired. Login to avoid termination.

[Fake Login Page]",taxrefund@gov-support.org,1
You are eligible for a tax refund!,Final warning: Failure to respond will result in account deactivation.,netflix@secure-mail.com,1
Your subscription is confirmed,Thank you for submitting the feedback form. We appreciate your input.,updates@linkedin.com,0
You've won a $1000 gift card,Final warning: Failure to respond will result in account deactivation.,apple@locked-portal.com,1
Reset your Netflix password,Your Amazon account will be locked unless you update your billing details.,paypal-update@notice-mail.com,1
URGENT: Your Account Has Been Suspended,"Your PayPal account has been limited. Act now to restore access.

[Fake Link]",paypal-update@notice-mail.com,1
Thank you for your feedback,"Hi,

Your Netflix subscription is confirmed. Enjoy streaming!

Team Netflix",noreply@google.com,0
You've won a $1000 gift card,"Your Netflix subscription has expired. Login to avoid termination.

[Fake Login Page]",billing@amazon-check.com,1
Reset your Netflix password,"Your PayPal account has been limited. Act now to restore access.

[Fake Link]",noreply@resetpass-secure.com,1
URGENT: Your Account Has Been Suspended,"Your Netflix subscription has expired. Login to avoid termination.

[Fake Login Page]",apple@locked-portal.com,1
You've won a $1000 gift card,Congratulations! You've won a $1000 Walmart gift card. Click here to claim.,paypal-update@notice-mail.com,1
Click here to claim your prize,"Your PayPal account has been limited. Act now to restore access.

[Fake Link]",paypal-update@notice-mail.com,1
Flight Itinerary Confirmation,"Hi John,

Just a quick reminder about our sync today at 3 PM.

Thanks,
Sarah",hr@company.com,0
Security Alert: Password Expired,Apple ID Locked. Immediate action required to unlock your account.,billing@amazon-check.com,1
Your subscription is confirmed,"Hi John,

Just a quick reminder about our sync today at 3 PM.

Thanks,
Sarah",hr@company.com,0
Google Account Sign-in Alert,"Please note, your class schedule has been updated. Visit the portal to view changes.",service@netflix.com,0
Verify your identity now!,Apple ID Locked. Immediate action required to unlock your account.,admin@verification-alert.com,1
You've won a $1000 gift card,Final warning: Failure to respond will result in account deactivation.,security-alert@googl3.com,1
Welcome to the team!,Thank you for submitting the feedback form. We appreciate your input.,admin@university.edu,0
URGENT: Your Account Has Been Suspended,"Your Netflix subscription has expired. Login to avoid termination.

[Fake Login Page]",admin@verification-alert.com,1
Verify your identity now!,Security Alert: We blocked a suspicious login. Click to secure your account.,apple@locked-portal.com,1
Google Account Sign-in Alert,"Please note, your class schedule has been updated. Visit the portal to view changes.",admin@university.edu,0
You've won a $1000 gift card,We detected suspicious activity on your bank account. Confirm your details immediately.,netflix@secure-mail.com,1
Final Notice: Account Termination,"Your Netflix subscription has expired. Login to avoid termination.

[Fake Login Page]",admin@verification-alert.com,1
Click here to claim your prize,Security Alert: We blocked a suspicious login. Click to secure your account.,netflix@secure-mail.com,1
You've won a $1000 gift card,We detected suspicious activity on your bank account. Confirm your details immediately.,security-alert@googl3.com,1
Meeting Reminder: Project Sync at 3 PM,Thank you for submitting the feedback form. We appreciate your input.,updates@linkedin.com,0
Your subscription is confirmed,Thank you for submitting the feedback form. We appreciate your input.,team@company.com,0
URGENT: Your Account Has Been Suspended,"Dear User,

Your account is temporarily locked. Click the link below to verify your identity.

[Fake Link]",taxrefund@gov-support.org,1
Invoice for your recent purchase,You've got a new connection request from David on LinkedIn.,noreply@google.com,0
Final Notice: Account Termination,Apple ID Locked. Immediate action required to unlock your account.,apple@locked-portal.com,1
Meeting Reminder: Project Sync at 3 PM,We noticed a sign-in to your Google account from a new device.,support@amazon.com,0
Verify your identity now!,Congratulations! You've won a $1000 Walmart gift card. Click here to claim.,paypal-update@notice-mail.com,1
Your subscription is confirmed,Welcome aboard! We're excited to have you on our team. Orientation starts Monday.,admin@university.edu,0
Meeting Reminder: Project Sync at 3 PM,Thank you for submitting the feedback form. We appreciate your input.,service@netflix.com,0
URGENT: Your Account Has Been Suspended,"Dear User,

Your account is temporarily locked. Click the link below to verify your identity.

[Fake Link]",netflix@secure-mail.com,1
Security Alert: Password Expired,Security Alert: We blocked a suspicious login. Click to secure your account.,admin@verification-alert.com,1
Reset your Netflix password,We detected suspicious activity on your bank account. Confirm your details immediately.,admin@verification-alert.com,1
Invoice for your recent purchase,Welcome aboard! We're excited to have you on our team. Orientation starts Monday.,no-reply@airlines.com,0
Security Alert: Password Expired,Apple ID Locked. Immediate action required to unlock your account.,taxrefund@gov-support.org,1
Thank you for your feedback,"Dear Customer,

Thank you for your purchase. Please find the attached invoice.

Regards,
Amazon",hr@company.com,0
Security Alert: Password Expired,Congratulations! You've won a $1000 Walmart gift card. Click here to claim.,paypal-update@notice-mail.com,1
Click here to claim your prize,Your Amazon account will be locked unless you update your billing details.,netflix@secure-mail.com,1
Invoice for your recent purchase,Thank you for submitting the feedback form. We appreciate your input.,team@company.com,0
Flight Itinerary Confirmation,"Hi John,

Just a quick reminder about our sync today at 3 PM.

Thanks,
Sarah",team@company.com,0
Invoice for your recent purchase,"Hi John,

Just a quick reminder about our sync today at 3 PM.

Thanks,
Sarah",admin@university.edu,0
PayPal: Resolve issue to avoid limitation,Apple ID Locked. Immediate action required to unlock your account.,noreply@resetpass-secure.com,1
Invoice for your recent purchase,Welcome aboard! We're excited to have you on our team. Orientation starts Monday.,noreply@google.com,0
Thank you for your feedback,Thank you for submitting the feedback form. We appreciate your input.,service@netflix.com,0
Thank you for your feedback,Your support ticket #12458 has been updated. Please review the response.,service@netflix.com,0
Class Schedule Update,"Hi John,

Just a quick reminder about our sync today at 3 PM.

Thanks,
Sarah",support@amazon.com,0
Security Alert: Password Expired,"Your PayPal account has been limited. Act now to restore access.

[Fake Link]",apple@locked-portal.com,1
Flight Itinerary Confirmation,We noticed a sign-in to your Google account from a new device.,support@amazon.com,0
Invoice for your recent purchase,"Dear Customer,

Thank you for your purchase. Please find the attached invoice.

Regards,
Amazon",updates@linkedin.com,0
URGENT: Your Account Has Been Suspended,Security Alert: We blocked a suspicious login. Click to secure your account.,billing@amazon-check.com,1
URGENT: Your Account Has Been Suspended,Congratulations! You've won a $1000 Walmart gift card. Click here to claim.,netflix@secure-mail.com,1
Unusual Login Attempt Detected,"Dear User,

Your account is temporarily locked. Click the link below to verify your identity.

[Fake Link]",admin@verification-alert.com,1
PayPal: Resolve issue to avoid limitation,Your Amazon account will be locked unless you update your billing details.,security-alert@googl3.com,1
Invoice for your recent purchase,Your support ticket #12458 has been updated. Please review the response.,support@amazon.com,0
You are eligible for a tax refund!,Apple ID Locked. Immediate action required to unlock your account.,taxrefund@gov-support.org,1
You've won a $1000 gift card,"Your Netflix subscription has expired. Login to avoid termination.

[Fake Login Page]",taxrefund@gov-support.org,1
Update on your support ticket,Your flight from New York to London has been confirmed. Check your itinerary.,admin@university.edu,0
Class Schedule Update,Your support ticket #12458 has been updated. Please review the response.,updates@linkedin.com,0
Welcome to the team!,"Hi,

Your Netflix subscription is confirmed. Enjoy streaming!

Team Netflix",service@netflix.com,0
Thank you for your feedback,We noticed a sign-in to your Google account from a new device.,admin@university.edu,0
Class Schedule Update,You've got a new connection request from David on LinkedIn.,team@company.com,0
Unusual Login Attempt Detected,Your Amazon account will be locked unless you update your billing details.,netflix@secure-mail.com,1
Click here to claim your prize,Apple ID Locked. Immediate action required to unlock your account.,apple@locked-portal.com,1
Your subscription is confirmed,Welcome aboard! We're excited to have you on our team. Orientation starts Monday.,team@company.com,0
Invoice for your recent purchase,Your support ticket #12458 has been updated. Please review the response.,admin@university.edu,0
Click here to claim your prize,"Dear User,

Your account is temporarily locked. Click the link below to verify your identity.

[Fake Link]",noreply@resetpass-secure.com,1
Click here to claim your prize,"Dear User,

Your account is temporarily locked. Click the link below to verify your identity.

[Fake Link]",noreply@resetpass-secure.com,1
You've won a $1000 gift card,"Your PayPal account has been limited. Act now to restore access.

[Fake Link]",taxrefund@gov-support.org,1
PayPal: Resolve issue to avoid limitation,Security Alert: We blocked a suspicious login. Click to secure your account.,netflix@secure-mail.com,1
Your subscription is confirmed,Your flight from New York to London has been confirmed. Check your itinerary.,support@amazon.com,0
Welcome to the team!,You've got a new connection request from David on LinkedIn.,admin@university.edu,0
Meeting Reminder: Project Sync at 3 PM,"Dear Customer,

Thank you for your purchase. Please find the attached invoice.

Regards,
Amazon",no-reply@airlines.com,0
Unusual Login Attempt Detected,You are eligible for a tax refund. Submit your banking info now.,noreply@resetpass-secure.com,1
You've won a $1000 gift card,We detected suspicious activity on your bank account. Confirm your details immediately.,netflix@secure-mail.com,1
Welcome to the team!,"Hi John,

Just a quick reminder about our sync today at 3 PM.

Thanks,
Sarah",service@netflix.com,0
PayPal: Resolve issue to avoid limitation,You are eligible for a tax refund. Submit your banking info now.,admin@verification-alert.com,1
Unusual Login Attempt Detected,Security Alert: We blocked a suspicious login. Click to secure your account.,paypal-update@notice-mail.com,1
Reset your Netflix password,You are eligible for a tax refund. Submit your banking info now.,billing@amazon-check.com,1
Invoice for your recent purchase,We noticed a sign-in to your Google account from a new device.,service@netflix.com,0
Your subscription is confirmed,"Please note, your class schedule has been updated. Visit the portal to view changes.",noreply@google.com,0
Reset your Netflix password,We detected suspicious activity on your bank account. Confirm your details immediately.,admin@verification-alert.com,1
You've won a $1000 gift card,Apple ID Locked. Immediate action required to unlock your account.,admin@verification-alert.com,1
LinkedIn: You've got a new connection,You've got a new connection request from David on LinkedIn.,team@company.com,0
Flight Itinerary Confirmation,"Hi John,

Just a quick reminder about our sync today at 3 PM.

Thanks,
Sarah",service@netflix.com,0
Reset your Netflix password,"Dear User,

Your account is temporarily locked. Click the link below to verify your identity.

[Fake Link]",taxrefund@gov-support.org,1
Security Alert: Password Expired,Congratulations! You've won a $1000 Walmart gift card. Click here to claim.,noreply@resetpass-secure.com,1
Class Schedule Update,"Please note, your class schedule has been updated. Visit the portal to view changes.",noreply@google.com,0
Google Account Sign-in Alert,Thank you for submitting the feedback form. We appreciate your input.,noreply@google.com,0
Final Notice: Account Termination,You are eligible for a tax refund. Submit your banking info now.,netflix@secure-mail.com,1
Final Notice: Account Termination,Security Alert: We blocked a suspicious login. Click to secure your account.,security-alert@googl3.com,1
Thank you for your feedback,Welcome aboard! We're excited to have you on our team. Orientation starts Monday.,service@netflix.com,0
You are eligible for a tax refund!,Apple ID Locked. Immediate action required to unlock your account.,admin@verification-alert.com,1
LinkedIn: You've got a new connection,Thank you for submitting the feedback form. We appreciate your input.,hr@company.com,0
PayPal: Resolve issue to avoid limitation,Final warning: Failure to respond will result in account deactivation.,netflix@secure-mail.com,1
Class Schedule Update,Welcome aboard! We're excited to have you on our team. Orientation starts Monday.,admin@university.edu,0
Security Alert: Password Expired,Security Alert: We blocked a suspicious login. Click to secure your account.,paypal-update@notice-mail.com,1
You are eligible for a tax refund!,"Your PayPal account has been limited. Act now to restore access.

[Fake Link]",billing@amazon-check.com,1
Meeting Reminder: Project Sync at 3 PM,Your support ticket #12458 has been updated. Please review the response.,hr@company.com,0
Security Alert: Password Expired,"Dear User,

Your account is temporarily locked. Click the link below to verify your identity.

[Fake Link]",taxrefund@gov-support.org,1
Meeting Reminder: Project Sync at 3 PM,We noticed a sign-in to your Google account from a new device.,admin@university.edu,0
Unusual Login Attempt Detected,"Dear User,

Your account is temporarily locked. Click the link below to verify your identity.

[Fake Link]",noreply@resetpass-secure.com,1
Welcome to the team!,Thank you for submitting the feedback form. We appreciate your input.,no-reply@airlines.com,0
Invoice for your recent purchase,Welcome aboard! We're excited to have you on our team. Orientation starts Monday.,no-reply@airlines.com,0
You've won a $1000 gift card,"Dear User,

Your account is temporarily locked. Click the link below to verify your identity.

[Fake Link]",netflix@secure-mail.com,1
URGENT: Your Account Has Been Suspended,"Your Netflix subscription has expired. Login to avoid termination.

[Fake Login Page]",noreply@resetpass-secure.com,1
Reset your Netflix password,Security Alert: We blocked a suspicious login. Click to secure your account.,taxrefund@gov-support.org,1
Unusual Login Attempt Detected,"Your Netflix subscription has expired. Login to avoid termination.

[Fake Login Page]",apple@locked-portal.com,1
Invoice for your recent purchase,You've got a new connection request from David on LinkedIn.,updates@linkedin.com,0
Your subscription is confirmed,Thank you for submitting the feedback form. We appreciate your input.,service@netflix.com,0
Class Schedule Update,Thank you for submitting the feedback form. We appreciate your input.,noreply@google.com,0
Unusual Login Attempt Detected,"Your Netflix subscription has expired. Login to avoid termination.

[Fake Login Page]",security-alert@googl3.com,1
Class Schedule Update,Your support ticket #12458 has been updated. Please review the response.,support@amazon.com,0
URGENT: Your Account Has Been Suspended,We detected suspicious activity on your bank account. Confirm your details immediately.,taxrefund@gov-support.org,1
Welcome to the team!,Your flight from New York to London has been confirmed. Check your itinerary.,team@company.com,0
PayPal: Resolve issue to avoid limitation,"Dear User,

Your account is temporarily locked. Click the link below to verify your identity.

[Fake Link]",apple@locked-portal.com,1
Class Schedule Update,You've got a new connection request from David on LinkedIn.,admin@university.edu,0
